date,source,segment,customer_id,dealership_location,vehicle_type,product_area,rating,feedback
2026-03-23,Phone Follow-up,Fleet Customer,DLR-CUST-10550,Lakeside Dealership,SUV,Pricing,4,The price was fair and the final invoice matched the quote.
2026-03-24,Email Survey,Service Customer,DLR-CUST-10551,Lakeside Dealership,SUV,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-03-25,Google Reviews,Service Customer,DLR-CUST-10552,Lakeside Dealership,SUV,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-03-26,Dealer Website,Service Customer,DLR-CUST-10553,Airport Auto Center,EV,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-03-27,Service Survey,Service Customer,DLR-CUST-10554,Airport Auto Center,Certified Pre-Owned,Inventory,4,They had several trims available and helped me find the right configuration.
2026-03-28,Phone Follow-up,Service Customer,DLR-CUST-10555,Airport Auto Center,EV,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-03-29,Phone Follow-up,Trade-in Customer,DLR-CUST-10556,Downtown Auto Mall,Certified Pre-Owned,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-03-30,Email Survey,Trade-in Customer,DLR-CUST-10557,Downtown Auto Mall,Sedan,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-03-31,Cars.com,Trade-in Customer,DLR-CUST-10558,Downtown Auto Mall,Sedan,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-04-01,Facebook,Trade-in Customer,DLR-CUST-10559,Northside Motors,Van,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-04-02,Phone Follow-up,Trade-in Customer,DLR-CUST-10560,Northside Motors,Hybrid,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-04-03,Email Survey,First-time Buyer,DLR-CUST-10561,Northside Motors,Truck,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-04-04,Cars.com,First-time Buyer,DLR-CUST-10562,West Valley Cars,Hybrid,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-04-05,Facebook,First-time Buyer,DLR-CUST-10563,West Valley Cars,EV,Service Department,1,The same warning light came back the day after service.
2026-04-06,Dealer Website,First-time Buyer,DLR-CUST-10564,West Valley Cars,Certified Pre-Owned,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-04-07,Service Survey,First-time Buyer,DLR-CUST-10565,Lakeside Dealership,Sedan,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-04-08,Phone Follow-up,Repeat Customer,DLR-CUST-10566,Lakeside Dealership,Sedan,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-04-09,Google Reviews,Repeat Customer,DLR-CUST-10567,Lakeside Dealership,EV,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-04-10,Dealer Website,Repeat Customer,DLR-CUST-10568,Airport Auto Center,SUV,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-04-11,Service Survey,Repeat Customer,DLR-CUST-10569,Airport Auto Center,EV,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-04-12,Phone Follow-up,Repeat Customer,DLR-CUST-10570,Airport Auto Center,Truck,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-04-13,Phone Follow-up,Luxury Buyer,DLR-CUST-10571,Downtown Auto Mall,Luxury SUV,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-04-14,Email Survey,Luxury Buyer,DLR-CUST-10572,Downtown Auto Mall,Certified Pre-Owned,Website,2,The payment calculator does not match the numbers provided by finance.
2026-04-15,Cars.com,Luxury Buyer,DLR-CUST-10573,Downtown Auto Mall,Van,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-04-16,Facebook,Luxury Buyer,DLR-CUST-10574,Northside Motors,Luxury SUV,Website,1,I submitted a lead form and never received a response.
2026-04-17,Facebook,Luxury Buyer,DLR-CUST-10575,Northside Motors,EV,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-04-18,Google Reviews,Budget Buyer,DLR-CUST-10576,Northside Motors,SUV,Communication,2,I received too many calls after asking to communicate by email only.
2026-04-19,Dealer Website,Budget Buyer,DLR-CUST-10577,West Valley Cars,EV,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-04-20,Service Survey,Budget Buyer,DLR-CUST-10578,West Valley Cars,Truck,Communication,1,Nobody returned my voicemail about a warranty question.
2026-04-21,Cars.com,Budget Buyer,DLR-CUST-10579,West Valley Cars,Luxury SUV,Warranty,4,The warranty options were explained clearly without pressure.
2026-04-22,Facebook,Budget Buyer,DLR-CUST-10580,Lakeside Dealership,Certified Pre-Owned,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-04-23,Google Reviews,Fleet Customer,DLR-CUST-10581,Lakeside Dealership,Van,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-04-24,Email Survey,Fleet Customer,DLR-CUST-10582,Lakeside Dealership,Truck,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-04-25,Cars.com,Fleet Customer,DLR-CUST-10583,Airport Auto Center,Sedan,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-04-26,Facebook,Fleet Customer,DLR-CUST-10584,Airport Auto Center,Truck,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-04-27,Cars.com,Fleet Customer,DLR-CUST-10585,Airport Auto Center,Hybrid,Customer Support,4,The receptionist quickly connected me to the right department.
2026-04-28,Facebook,Service Customer,DLR-CUST-10586,Downtown Auto Mall,EV,Customer Support,2,I was transferred three times before someone could answer my question.
2026-04-29,Google Reviews,Service Customer,DLR-CUST-10587,Downtown Auto Mall,EV,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-04-30,Dealer Website,Service Customer,DLR-CUST-10588,Downtown Auto Mall,Luxury SUV,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-05-01,Service Survey,Service Customer,DLR-CUST-10589,Northside Motors,SUV,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-05-02,Phone Follow-up,Service Customer,DLR-CUST-10590,Northside Motors,Van,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-05-03,Email Survey,Trade-in Customer,DLR-CUST-10591,Northside Motors,SUV,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-05-04,Cars.com,Trade-in Customer,DLR-CUST-10592,West Valley Cars,EV,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-05-05,Facebook,Trade-in Customer,DLR-CUST-10593,West Valley Cars,Truck,Financing,2,The final monthly payment was higher than what was discussed online.
2026-05-06,Google Reviews,Trade-in Customer,DLR-CUST-10594,West Valley Cars,Truck,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-05-07,Dealer Website,Trade-in Customer,DLR-CUST-10595,Lakeside Dealership,Luxury SUV,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-05-08,Service Survey,First-time Buyer,DLR-CUST-10596,Lakeside Dealership,Luxury SUV,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-05-09,Dealer Website,First-time Buyer,DLR-CUST-10597,Lakeside Dealership,Luxury SUV,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-05-10,Service Survey,First-time Buyer,DLR-CUST-10598,Airport Auto Center,Luxury SUV,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-05-11,Phone Follow-up,First-time Buyer,DLR-CUST-10599,Airport Auto Center,Truck,Pricing,4,The price was fair and the final invoice matched the quote.
2026-05-12,Email Survey,First-time Buyer,DLR-CUST-10600,Airport Auto Center,Truck,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-05-13,Google Reviews,Repeat Customer,DLR-CUST-10601,Downtown Auto Mall,Truck,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-05-14,Dealer Website,Repeat Customer,DLR-CUST-10602,Downtown Auto Mall,Hybrid,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-05-15,Service Survey,Repeat Customer,DLR-CUST-10603,Downtown Auto Mall,Luxury SUV,Inventory,4,They had several trims available and helped me find the right configuration.
2026-05-16,Phone Follow-up,Repeat Customer,DLR-CUST-10604,Northside Motors,Hybrid,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-05-17,Phone Follow-up,Repeat Customer,DLR-CUST-10605,Northside Motors,Luxury SUV,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-05-18,Email Survey,Luxury Buyer,DLR-CUST-10606,Northside Motors,SUV,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-05-19,Cars.com,Luxury Buyer,DLR-CUST-10607,West Valley Cars,SUV,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-05-20,Facebook,Luxury Buyer,DLR-CUST-10608,West Valley Cars,Sedan,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-05-21,Phone Follow-up,Luxury Buyer,DLR-CUST-10609,West Valley Cars,Certified Pre-Owned,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-05-22,Email Survey,Luxury Buyer,DLR-CUST-10610,Lakeside Dealership,EV,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-05-23,Cars.com,Budget Buyer,DLR-CUST-10611,Lakeside Dealership,Certified Pre-Owned,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-05-24,Facebook,Budget Buyer,DLR-CUST-10612,Lakeside Dealership,Hybrid,Service Department,1,The same warning light came back the day after service.
2026-05-25,Dealer Website,Budget Buyer,DLR-CUST-10613,Airport Auto Center,Luxury SUV,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-05-26,Service Survey,Budget Buyer,DLR-CUST-10614,Airport Auto Center,SUV,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-05-27,Phone Follow-up,Budget Buyer,DLR-CUST-10615,Airport Auto Center,SUV,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-05-28,Google Reviews,Fleet Customer,DLR-CUST-10616,Downtown Auto Mall,Hybrid,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-05-29,Dealer Website,Fleet Customer,DLR-CUST-10617,Downtown Auto Mall,Truck,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-05-30,Service Survey,Fleet Customer,DLR-CUST-10618,Downtown Auto Mall,Hybrid,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-05-31,Phone Follow-up,Fleet Customer,DLR-CUST-10619,Northside Motors,EV,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-06-01,Phone Follow-up,Fleet Customer,DLR-CUST-10620,Northside Motors,Van,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-06-02,Email Survey,Service Customer,DLR-CUST-10621,Northside Motors,Luxury SUV,Website,2,The payment calculator does not match the numbers provided by finance.
2026-06-03,Cars.com,Service Customer,DLR-CUST-10622,West Valley Cars,Sedan,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-06-04,Facebook,Service Customer,DLR-CUST-10623,West Valley Cars,Van,Website,1,I submitted a lead form and never received a response.
2026-06-05,Facebook,Service Customer,DLR-CUST-10624,West Valley Cars,Hybrid,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-01-01,Google Reviews,Service Customer,DLR-CUST-10625,Lakeside Dealership,Truck,Communication,2,I received too many calls after asking to communicate by email only.
2026-01-02,Dealer Website,Trade-in Customer,DLR-CUST-10626,Lakeside Dealership,Hybrid,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-01-03,Service Survey,Trade-in Customer,DLR-CUST-10627,Lakeside Dealership,EV,Communication,1,Nobody returned my voicemail about a warranty question.
2026-01-04,Cars.com,Trade-in Customer,DLR-CUST-10628,Airport Auto Center,Van,Warranty,4,The warranty options were explained clearly without pressure.
2026-01-05,Facebook,Trade-in Customer,DLR-CUST-10629,Airport Auto Center,Luxury SUV,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-01-06,Google Reviews,Trade-in Customer,DLR-CUST-10630,Airport Auto Center,Sedan,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-01-07,Email Survey,First-time Buyer,DLR-CUST-10631,Downtown Auto Mall,EV,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-01-08,Cars.com,First-time Buyer,DLR-CUST-10632,Downtown Auto Mall,SUV,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-01-09,Facebook,First-time Buyer,DLR-CUST-10633,Downtown Auto Mall,EV,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-01-10,Cars.com,First-time Buyer,DLR-CUST-10634,Northside Motors,Certified Pre-Owned,Customer Support,4,The receptionist quickly connected me to the right department.
2026-01-11,Facebook,First-time Buyer,DLR-CUST-10635,Northside Motors,Hybrid,Customer Support,2,I was transferred three times before someone could answer my question.
2026-01-12,Google Reviews,Repeat Customer,DLR-CUST-10636,Northside Motors,Hybrid,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-01-13,Dealer Website,Repeat Customer,DLR-CUST-10637,West Valley Cars,Van,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-01-14,Service Survey,Repeat Customer,DLR-CUST-10638,West Valley Cars,Truck,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-01-15,Phone Follow-up,Repeat Customer,DLR-CUST-10639,West Valley Cars,Sedan,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-01-16,Email Survey,Repeat Customer,DLR-CUST-10640,Lakeside Dealership,Truck,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-01-17,Cars.com,Luxury Buyer,DLR-CUST-10641,Lakeside Dealership,Hybrid,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-01-18,Facebook,Luxury Buyer,DLR-CUST-10642,Lakeside Dealership,EV,Financing,2,The final monthly payment was higher than what was discussed online.
2026-01-19,Google Reviews,Luxury Buyer,DLR-CUST-10643,Airport Auto Center,EV,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-01-20,Dealer Website,Luxury Buyer,DLR-CUST-10644,Airport Auto Center,Van,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-01-21,Service Survey,Luxury Buyer,DLR-CUST-10645,Airport Auto Center,Van,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-01-22,Dealer Website,Budget Buyer,DLR-CUST-10646,Downtown Auto Mall,Van,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-01-23,Service Survey,Budget Buyer,DLR-CUST-10647,Downtown Auto Mall,Van,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-01-24,Phone Follow-up,Budget Buyer,DLR-CUST-10648,Downtown Auto Mall,EV,Pricing,4,The price was fair and the final invoice matched the quote.
2026-01-25,Email Survey,Budget Buyer,DLR-CUST-10649,Northside Motors,EV,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-01-26,Google Reviews,Budget Buyer,DLR-CUST-10650,Northside Motors,EV,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-01-27,Dealer Website,Fleet Customer,DLR-CUST-10651,Northside Motors,Certified Pre-Owned,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-01-28,Service Survey,Fleet Customer,DLR-CUST-10652,West Valley Cars,Van,Inventory,4,They had several trims available and helped me find the right configuration.
2026-01-29,Phone Follow-up,Fleet Customer,DLR-CUST-10653,West Valley Cars,Certified Pre-Owned,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-01-30,Phone Follow-up,Fleet Customer,DLR-CUST-10654,West Valley Cars,Van,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-01-31,Email Survey,Fleet Customer,DLR-CUST-10655,Lakeside Dealership,Truck,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-02-01,Cars.com,Service Customer,DLR-CUST-10656,Lakeside Dealership,Truck,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-02-02,Facebook,Service Customer,DLR-CUST-10657,Lakeside Dealership,SUV,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-02-03,Phone Follow-up,Service Customer,DLR-CUST-10658,Airport Auto Center,Luxury SUV,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-02-04,Email Survey,Service Customer,DLR-CUST-10659,Airport Auto Center,Hybrid,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-02-05,Cars.com,Service Customer,DLR-CUST-10660,Airport Auto Center,Luxury SUV,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-02-06,Facebook,Trade-in Customer,DLR-CUST-10661,Downtown Auto Mall,Certified Pre-Owned,Service Department,1,The same warning light came back the day after service.
2026-02-07,Dealer Website,Trade-in Customer,DLR-CUST-10662,Downtown Auto Mall,Van,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-02-08,Service Survey,Trade-in Customer,DLR-CUST-10663,Downtown Auto Mall,Truck,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-02-09,Phone Follow-up,Trade-in Customer,DLR-CUST-10664,Northside Motors,Truck,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-02-10,Google Reviews,Trade-in Customer,DLR-CUST-10665,Northside Motors,Certified Pre-Owned,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-02-11,Dealer Website,First-time Buyer,DLR-CUST-10666,Northside Motors,EV,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-02-12,Service Survey,First-time Buyer,DLR-CUST-10667,West Valley Cars,Certified Pre-Owned,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-02-13,Phone Follow-up,First-time Buyer,DLR-CUST-10668,West Valley Cars,Hybrid,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-02-14,Phone Follow-up,First-time Buyer,DLR-CUST-10669,West Valley Cars,Sedan,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-02-15,Email Survey,First-time Buyer,DLR-CUST-10670,Lakeside Dealership,Van,Website,2,The payment calculator does not match the numbers provided by finance.
2026-02-16,Cars.com,Repeat Customer,DLR-CUST-10671,Lakeside Dealership,SUV,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-02-17,Facebook,Repeat Customer,DLR-CUST-10672,Lakeside Dealership,Sedan,Website,1,I submitted a lead form and never received a response.
2026-02-18,Facebook,Repeat Customer,DLR-CUST-10673,Airport Auto Center,Certified Pre-Owned,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-02-19,Google Reviews,Repeat Customer,DLR-CUST-10674,Airport Auto Center,EV,Communication,2,I received too many calls after asking to communicate by email only.
2026-02-20,Dealer Website,Repeat Customer,DLR-CUST-10675,Airport Auto Center,Certified Pre-Owned,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-02-21,Service Survey,Luxury Buyer,DLR-CUST-10676,Downtown Auto Mall,Hybrid,Communication,1,Nobody returned my voicemail about a warranty question.
2026-02-22,Cars.com,Luxury Buyer,DLR-CUST-10677,Downtown Auto Mall,Sedan,Warranty,4,The warranty options were explained clearly without pressure.
2026-02-23,Facebook,Luxury Buyer,DLR-CUST-10678,Downtown Auto Mall,Van,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-02-24,Google Reviews,Luxury Buyer,DLR-CUST-10679,Northside Motors,SUV,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-02-25,Email Survey,Luxury Buyer,DLR-CUST-10680,Northside Motors,Hybrid,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-02-26,Cars.com,Budget Buyer,DLR-CUST-10681,Northside Motors,Truck,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-02-27,Facebook,Budget Buyer,DLR-CUST-10682,West Valley Cars,Hybrid,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-02-28,Cars.com,Budget Buyer,DLR-CUST-10683,West Valley Cars,Luxury SUV,Customer Support,4,The receptionist quickly connected me to the right department.
2026-03-01,Facebook,Budget Buyer,DLR-CUST-10684,West Valley Cars,Certified Pre-Owned,Customer Support,2,I was transferred three times before someone could answer my question.
2026-03-02,Google Reviews,Budget Buyer,DLR-CUST-10685,Lakeside Dealership,Certified Pre-Owned,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-03-03,Dealer Website,Fleet Customer,DLR-CUST-10686,Lakeside Dealership,Sedan,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-03-04,Service Survey,Fleet Customer,DLR-CUST-10687,Lakeside Dealership,EV,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-03-05,Phone Follow-up,Fleet Customer,DLR-CUST-10688,Airport Auto Center,SUV,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-03-06,Email Survey,Fleet Customer,DLR-CUST-10689,Airport Auto Center,EV,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-03-07,Cars.com,Fleet Customer,DLR-CUST-10690,Airport Auto Center,Certified Pre-Owned,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-03-08,Facebook,Service Customer,DLR-CUST-10691,Downtown Auto Mall,Hybrid,Financing,2,The final monthly payment was higher than what was discussed online.
2026-03-09,Google Reviews,Service Customer,DLR-CUST-10692,Downtown Auto Mall,Hybrid,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-03-10,Dealer Website,Service Customer,DLR-CUST-10693,Downtown Auto Mall,Sedan,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-03-11,Service Survey,Service Customer,DLR-CUST-10694,Northside Motors,Sedan,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-03-12,Dealer Website,Service Customer,DLR-CUST-10695,Northside Motors,Sedan,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-03-13,Service Survey,Trade-in Customer,DLR-CUST-10696,Northside Motors,Sedan,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-03-14,Phone Follow-up,Trade-in Customer,DLR-CUST-10697,West Valley Cars,Hybrid,Pricing,4,The price was fair and the final invoice matched the quote.
2026-03-15,Email Survey,Trade-in Customer,DLR-CUST-10698,West Valley Cars,Hybrid,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-03-16,Google Reviews,Trade-in Customer,DLR-CUST-10699,West Valley Cars,Hybrid,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-03-17,Dealer Website,Trade-in Customer,DLR-CUST-10700,Lakeside Dealership,Luxury SUV,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-03-18,Service Survey,First-time Buyer,DLR-CUST-10701,Lakeside Dealership,Sedan,Inventory,4,They had several trims available and helped me find the right configuration.
2026-03-19,Phone Follow-up,First-time Buyer,DLR-CUST-10702,Lakeside Dealership,Luxury SUV,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-03-20,Phone Follow-up,First-time Buyer,DLR-CUST-10703,Airport Auto Center,Sedan,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-03-21,Email Survey,First-time Buyer,DLR-CUST-10704,Airport Auto Center,EV,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-03-22,Cars.com,First-time Buyer,DLR-CUST-10705,Airport Auto Center,EV,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-03-23,Facebook,Repeat Customer,DLR-CUST-10706,Downtown Auto Mall,Truck,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-03-24,Phone Follow-up,Repeat Customer,DLR-CUST-10707,Downtown Auto Mall,Van,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-03-25,Email Survey,Repeat Customer,DLR-CUST-10708,Downtown Auto Mall,Certified Pre-Owned,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-03-26,Cars.com,Repeat Customer,DLR-CUST-10709,Northside Motors,Van,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-03-27,Facebook,Repeat Customer,DLR-CUST-10710,Northside Motors,Luxury SUV,Service Department,1,The same warning light came back the day after service.
2026-03-28,Dealer Website,Luxury Buyer,DLR-CUST-10711,Northside Motors,Sedan,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-03-29,Service Survey,Luxury Buyer,DLR-CUST-10712,West Valley Cars,EV,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-03-30,Phone Follow-up,Luxury Buyer,DLR-CUST-10713,West Valley Cars,EV,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-03-31,Google Reviews,Luxury Buyer,DLR-CUST-10714,West Valley Cars,Luxury SUV,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-04-01,Dealer Website,Luxury Buyer,DLR-CUST-10715,Lakeside Dealership,Hybrid,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-04-02,Service Survey,Budget Buyer,DLR-CUST-10716,Lakeside Dealership,Luxury SUV,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-04-03,Phone Follow-up,Budget Buyer,DLR-CUST-10717,Lakeside Dealership,Certified Pre-Owned,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-04-04,Phone Follow-up,Budget Buyer,DLR-CUST-10718,Airport Auto Center,SUV,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-04-05,Email Survey,Budget Buyer,DLR-CUST-10719,Airport Auto Center,Sedan,Website,2,The payment calculator does not match the numbers provided by finance.
2026-04-06,Cars.com,Budget Buyer,DLR-CUST-10720,Airport Auto Center,Truck,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-04-07,Facebook,Fleet Customer,DLR-CUST-10721,Downtown Auto Mall,SUV,Website,1,I submitted a lead form and never received a response.
2026-04-08,Facebook,Fleet Customer,DLR-CUST-10722,Downtown Auto Mall,Luxury SUV,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-04-09,Google Reviews,Fleet Customer,DLR-CUST-10723,Downtown Auto Mall,Hybrid,Communication,2,I received too many calls after asking to communicate by email only.
2026-04-10,Dealer Website,Fleet Customer,DLR-CUST-10724,Northside Motors,Luxury SUV,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-04-11,Service Survey,Fleet Customer,DLR-CUST-10725,Northside Motors,Certified Pre-Owned,Communication,1,Nobody returned my voicemail about a warranty question.
2026-04-12,Cars.com,Service Customer,DLR-CUST-10726,Northside Motors,SUV,Warranty,4,The warranty options were explained clearly without pressure.
2026-04-13,Facebook,Service Customer,DLR-CUST-10727,West Valley Cars,Sedan,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-04-14,Google Reviews,Service Customer,DLR-CUST-10728,West Valley Cars,Truck,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-04-15,Email Survey,Service Customer,DLR-CUST-10729,West Valley Cars,Certified Pre-Owned,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-04-16,Cars.com,Service Customer,DLR-CUST-10730,Lakeside Dealership,EV,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-04-17,Facebook,Trade-in Customer,DLR-CUST-10731,Lakeside Dealership,Certified Pre-Owned,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-04-18,Cars.com,Trade-in Customer,DLR-CUST-10732,Lakeside Dealership,Van,Customer Support,4,The receptionist quickly connected me to the right department.
